userid	timestamp	arm_pool
1406	1264697345000	[103943, 92380, 16680, 53117, 14673, 44404, 14808, 64883, 88582, 46116, 20206, 32283, 101659, 39478, 33307, 6009, 106406, 47444, 58928, 50228, 77874, 60498, 14653, 58217, 45450]
436	1286787421000	[4264, 103019, 23809, 58437, 35610, 47921, 85865, 16628, 55547, 22102, 73853, 87052, 26420, 23003, 70658, 78413, 67879, 9665, 66576, 106851, 68721, 11104, 99232, 28679, 54606]
391	1253286630000	[33071, 52201, 12405, 93093, 62315, 21543, 18873, 1252, 82762, 70513, 35548, 78756, 7209, 104217, 39331, 57014, 38077, 51772, 33553, 77552, 49453, 48643, 106198, 58450, 52684]
369	1285625401000	[30492, 19106, 64292, 26895, 55166, 3930, 41336, 5871, 98453, 36323, 66429, 26240, 89813, 25141, 58093, 17846, 56151, 76464, 103069, 30770, 102507, 4655, 19233, 81937, 69833]
357	1289283123000	[30227, 5841, 83528, 32635, 64658, 88757, 101404, 98343, 101251, 48416, 15195, 14505, 91902, 75606, 20279, 14, 31134, 83742, 53780, 106100, 14631, 104617, 102411, 76273, 28690]
531	1287492788000	[43459, 72709, 7904, 39828, 30078, 27421, 6769, 106126, 44840, 56054, 35258, 24873, 69451, 100801, 20685, 89911, 94277, 37191, 20354, 4091, 52615, 65049, 74900, 19803, 75385]
681	1219170281000	[54283, 29192, 73351, 8143, 106049, 39734, 96813, 27528, 5719, 106222, 40435, 64971, 12784, 90991, 10363, 99315, 83680, 74392, 28184, 18899, 50489, 40744, 79148, 10004, 32358]
973	1170527878000	[74323, 15234, 42918, 336, 96431, 54418, 34956, 67823, 88845, 32583, 41456, 97796, 38530, 18161, 74015, 35161, 32592, 96856, 89361, 1492, 88623, 45618, 58965, 46856, 106864]
353	1288951098000	[29935, 59014, 81771, 89643, 10898, 24278, 43284, 33580, 101493, 14772, 7363, 30513, 230, 32862, 61744, 25935, 77813, 101098, 16345, 53385, 1281, 96423, 61423, 23530, 37845]
253	1288909286000	[21589, 102791, 46536, 2445, 25924, 88659, 2380, 53422, 103924, 66804, 49212, 12940, 84691, 68364, 32721, 39789, 82286, 29027, 87343, 50429, 39865, 83514, 77067, 48295, 74020]
671	1283110142000	[53490, 29654, 92491, 36329, 82338, 37781, 19916, 24643, 83219, 52565, 3275, 73575, 59754, 40925, 28312, 32923, 22336, 47939, 57596, 61809, 46485, 16652, 84611, 14882, 8201]
600	1257134534000	[31768, 94126, 52244, 79695, 16174, 5192, 447, 36274, 17463, 103819, 74067, 38554, 99654, 89910, 53910, 25592, 42878, 105527, 35401, 34611, 12269, 31886, 104279, 100915, 85343]
1432	1258165693000	[105898, 68242, 12119, 95971, 3455, 20757, 96785, 57660, 55127, 27197, 76611, 8289, 43057, 36543, 5341, 96886, 29411, 80378, 92532, 600, 75922, 51172, 24060, 14962, 63323]
946	1279820190000	[72434, 21999, 68634, 91517, 50919, 51473, 81916, 41525, 68959, 39400, 41573, 48307, 14252, 80306, 73061, 65337, 103012, 44819, 16752, 3174, 30017, 5476, 32411, 5407, 13332]
1124	1234790128000	[84672, 61421, 105160, 18423, 725, 43232, 74191, 39907, 25987, 31606, 51707, 63898, 29643, 42903, 76851, 56016, 64800, 54521, 102346, 53668, 27525, 66454, 2190, 53596, 5267]
201	1283828142000	[17443, 41501, 83135, 33028, 69509, 49632, 67506, 47748, 48225, 89101, 93734, 56784, 8262, 6278, 95489, 61477, 20501, 70573, 29626, 22550, 96008, 105125, 41574, 62673, 49147]
1407	1286525737000	[104030, 25047, 54614, 74870, 85998, 86319, 6887, 56382, 3383, 28650, 83608, 5517, 41516, 65788, 32384, 1943, 6398, 69242, 81946, 48474, 60008, 53248, 74011, 102120, 98429]
400	1281033265000	[33832, 23369, 15991, 71964, 35074, 36166, 70889, 11552, 89664, 14594, 4333, 51414, 76611, 53476, 95450, 7736, 9293, 81653, 52712, 43221, 102432, 93, 4315, 73435, 55915]
448	1284862985000	[37764, 24739, 63358, 99999, 2434, 86793, 5791, 82137, 17374, 31976, 91988, 73234, 16565, 74016, 61668, 91254, 100599, 105581, 8111, 91265, 59640, 48593, 36019, 92230, 25398]
1367	1282333929000	[101251, 83444, 16649, 93261, 104453, 69930, 25502, 27990, 87885, 48705, 5169, 89379, 92079, 85380, 101849, 62042, 35380, 1888, 106685, 93680, 14789, 81278, 95736, 21654, 72220]
1184	1278034803000	[88589, 69741, 82627, 33596, 102442, 94749, 102762, 45753, 8217, 24162, 97619, 98878, 68631, 63061, 14017, 7018, 82836, 97468, 18204, 22853, 5933, 9441, 36144, 8546, 53275]
915	1273462785000	[70165, 58244, 3427, 8562, 54767, 29278, 13663, 6753, 80891, 100207, 40429, 12032, 104149, 74540, 43613, 19998, 25579, 56260, 34595, 82887, 17084, 93073, 13119, 29873, 8222]
793	1278148960000	[61723, 29838, 100375, 38165, 39613, 54277, 60809, 5831, 61254, 79288, 100479, 43655, 92336, 62581, 1345, 61824, 28710, 75376, 44701, 6195, 75438, 106033, 14441, 75306, 463]
210	1288385559000	[17597, 93195, 9486, 60716, 65866, 78167, 11210, 32704, 7407, 104102, 11070, 9728, 8208, 49321, 13969, 97033, 32616, 39203, 86562, 46210, 99899, 83112, 68697, 77310, 92504]
1432	1251786357000	[105925, 96255, 38899, 69950, 84491, 101527, 8162, 41539, 48446, 69249, 11531, 85384, 44704, 75201, 15588, 26715, 98942, 36956, 42686, 63801, 27235, 22877, 75497, 83649, 13585]
712	1253642403000	[56132, 8576, 84013, 7063, 64157, 35888, 83518, 89986, 97923, 13513, 85844, 47594, 27710, 1914, 5358, 65962, 98454, 33634, 81669, 1575, 104531, 79319, 34762, 52663, 61763]
436	1288698687000	[36714, 28956, 101268, 72461, 11002, 3932, 76996, 65603, 58431, 47696, 4134, 72062, 11255, 8186, 5244, 66815, 67914, 4180, 55162, 47057, 1662, 106236, 82586, 22846, 10300]
68	1287092570000	[6022, 98818, 57504, 50690, 28286, 91052, 34365, 26134, 23073, 93661, 59352, 71432, 13704, 67511, 105764, 37454, 96642, 75365, 33099, 80269, 35822, 26579, 54345, 40894, 29617]
915	1265919192000	[70220, 2744, 76319, 44637, 3454, 58051, 106607, 13832, 53311, 64810, 10265, 86507, 77509, 21293, 46786, 35500, 1881, 38971, 14865, 76047, 1198, 4324, 91871, 17218, 70679]
1533	1252768070000	[6155, 74935, 25310, 23668, 39857, 96420, 46285, 2686, 58665, 73528, 7089, 74264, 66991, 65337, 95472, 80177, 103733, 89793, 46171, 61444, 25484, 11524, 75058, 54066, 87306]
445	1288356505000	[37492, 12048, 47759, 12937, 8438, 6458, 66230, 103278, 35293, 25170, 1643, 43682, 45897, 64883, 90485, 103395, 79940, 74009, 40360, 95760, 39187, 68580, 44735, 61010, 25230]
229	1279639752000	[19725, 27540, 51530, 72062, 28057, 30670, 57357, 86119, 105217, 19039, 5390, 44631, 16637, 72091, 65629, 14471, 83884, 83038, 6886, 101890, 15296, 96081, 99796, 84190, 99560]
960	1219687976000	[73414, 91758, 26117, 29223, 64950, 48379, 7874, 60023, 42666, 99436, 74092, 88000, 28286, 76451, 12028, 34161, 63782, 92771, 32438, 42183, 1711, 18681, 78355, 106034, 80759]
728	1283291118000	[57061, 94863, 19782, 74086, 41077, 94545, 58910, 100599, 73827, 68684, 60255, 492, 10370, 51883, 21088, 56976, 92694, 87468, 31820, 96827, 65538, 62824, 11303, 26716, 27231]
514	1286989152000	[42405, 106052, 4358, 30738, 61043, 72778, 91914, 88820, 11407, 107180, 13085, 44938, 16205, 8761, 56132, 5224, 24401, 91643, 6770, 48415, 35261, 55011, 43869, 47419, 70388]
1475	1287153144000	[1525, 66089, 65197, 93480, 13347, 43043, 19443, 2281, 79924, 32560, 98826, 5890, 43522, 70778, 63602, 21522, 38215, 31982, 28105, 52952, 21385, 55453, 234, 13962, 25810]
1110	1288946203000	[83615, 85372, 104973, 104092, 63372, 35136, 43257, 480, 66812, 85064, 90161, 22528, 654, 13961, 50000, 1915, 34947, 30232, 45072, 25469, 95930, 1704, 59060, 15705, 18973]
600	1259618588000	[42965, 57485, 19203, 58730, 8620, 88754, 91051, 17057, 65525, 44903, 96701, 17417, 71492, 73722, 43490, 54201, 42455, 83528, 34920, 249, 69812, 5695, 25868, 13358, 35038]
448	1287054683000	[37748, 19006, 83215, 29463, 8813, 85274, 78214, 5721, 88856, 100814, 15559, 7950, 1176, 63378, 67557, 94003, 48725, 60973, 3641, 34257, 15085, 21261, 73313, 13341, 22615]
1604	1285847959000	[12248, 45849, 98199, 30738, 25434, 50274, 58404, 52711, 88475, 10142, 51292, 89561, 78614, 43900, 73000, 1127, 55559, 81129, 25767, 22508, 106071, 69537, 6500, 60800, 31579]
869	1281190609000	[67036, 45378, 93462, 77375, 82473, 21908, 14419, 95514, 28569, 21998, 8308, 7159, 100471, 12218, 11600, 69286, 106815, 94118, 99069, 51000, 24014, 94370, 47859, 45232, 94744]
388	1279035471000	[32841, 44775, 34182, 8856, 106783, 38839, 11179, 92304, 16732, 4892, 46402, 11865, 30602, 7096, 60204, 21642, 85578, 68365, 45385, 15854, 95618, 48386, 5215, 50267, 54009]
849	1288887951000	[65741, 64674, 35841, 90399, 20102, 70095, 56111, 24730, 62522, 928, 40945, 106685, 94354, 39515, 25937, 105986, 67059, 20639, 16801, 99282, 20505, 67405, 77106, 56996, 45493]
253	1286929967000	[21636, 35514, 60094, 27268, 15809, 64412, 51552, 91828, 106213, 89857, 102514, 64635, 60658, 71023, 68959, 30393, 92026, 69888, 43135, 80041, 26361, 100521, 39347, 91699, 37505]
600	1259611118000	[48647, 94611, 99417, 14837, 105055, 79560, 81854, 33854, 29823, 78334, 69904, 23134, 74085, 46886, 4325, 49311, 72215, 64063, 40412, 67113, 724, 2553, 30496, 29348, 11978]
1184	1278008585000	[82864, 7016, 102519, 106821, 5336, 105572, 23554, 45754, 35398, 24353, 80410, 71007, 510, 22078, 70325, 80804, 86089, 96311, 61181, 105822, 50549, 63604, 31656, 39765, 59789]
755	1284663743000	[59089, 99950, 43534, 104503, 99061, 18346, 80494, 83014, 59233, 27983, 78257, 89113, 55287, 61854, 34085, 81816, 94690, 67760, 64543, 1926, 68057, 34642, 55759, 98233, 91697]
1409	1288751176000	[7824, 3805, 91720, 72330, 105024, 39369, 57169, 16652, 72744, 65145, 31612, 52579, 60335, 66967, 49031, 30726, 51239, 43234, 60189, 93836, 12806, 83883, 83140, 94635, 39588]
1552	1280523722000	[7919, 69635, 74103, 30502, 96887, 23571, 29275, 14456, 57248, 86353, 34693, 36695, 40069, 102852, 66658, 18258, 17506, 19622, 8749, 45446, 44101, 12110, 19346, 49965, 96582]
1564	1267113023000	[9017, 52848, 42190, 22597, 86727, 20999, 9503, 33100, 100742, 86871, 41001, 98187, 67582, 77115, 41565, 31881, 558, 33325, 65341, 88075, 61396, 81417, 93742, 74762, 57783]
448	1288124448000	[37730, 25302, 4310, 93482, 58264, 50424, 30577, 58752, 27478, 83796, 77561, 90871, 99868, 28754, 27783, 87334, 92084, 74248, 89213, 23420, 70490, 58681, 21696, 2153, 16363]
749	1284936751000	[58550, 24146, 93102, 70324, 10547, 35467, 10399, 68595, 71792, 86883, 90376, 14851, 23629, 61247, 90195, 104848, 75965, 102076, 55153, 813, 91666, 9213, 32204, 15003, 64784]
911	1287964367000	[4948, 60122, 74953, 73350, 39743, 11978, 31284, 98412, 44589, 37145, 26201, 98173, 53061, 2403, 10201, 38867, 48001, 85379, 77640, 80655, 42921, 84175, 35124, 93625, 79210]
405	1287806124000	[34303, 51481, 34236, 8859, 69010, 89950, 32464, 104483, 36866, 41887, 73125, 21685, 34119, 66087, 34596, 36701, 12711, 29331, 48083, 59221, 48526, 28498, 78700, 77645, 64662]
301	1276788521000	[25676, 88457, 27030, 23793, 6611, 4519, 3279, 491, 77450, 76818, 89498, 13856, 67033, 24517, 100121, 74196, 5772, 6250, 17238, 3656, 9819, 15488, 93958, 69960, 8231]
1629	1253544720000	[13771, 66447, 64960, 49071, 72952, 9667, 87344, 6679, 12730, 98420, 6781, 61205, 52992, 64647, 19440, 55400, 38122, 2463, 16833, 105619, 80638, 76156, 29224, 72140, 55678]
303	1285843108000	[15999, 67845, 107109, 68553, 50244, 73565, 86322, 19765, 86776, 59506, 33972, 75729, 102494, 34793, 47699, 75895, 97327, 79267, 91939, 20432, 3181, 70242, 12659, 46656, 3252]
837	1286236593000	[64906, 69878, 62580, 85597, 42, 89800, 42491, 37452, 88741, 12155, 105126, 37501, 5430, 31528, 56181, 98858, 18607, 49010, 10101, 98140, 69487, 14395, 105459, 101082, 35214]
1218	1288883111000	[15927, 18979, 30445, 95740, 84166, 73982, 26572, 91517, 69003, 80378, 31240, 71378, 71582, 102209, 88900, 32761, 16487, 36216, 36816, 6377, 94969, 73678, 48192, 43733, 58687]
599	1213599948000	[48573, 82795, 71798, 51761, 25831, 21302, 87415, 82958, 41869, 63015, 98247, 92750, 81220, 61495, 7720, 6595, 86237, 50512, 75131, 60592, 98076, 8768, 103891, 15300, 39334]
994	1194321588000	[75969, 39562, 70947, 72817, 96861, 103640, 16654, 904, 79524, 92453, 102006, 47314, 34964, 61464, 8511, 37050, 33987, 33305, 74284, 60210, 59518, 24235, 87175, 103072, 58750]
973	1171484096000	[74310, 19601, 81497, 59550, 47913, 56395, 79607, 65816, 10979, 88134, 105073, 70735, 8282, 103788, 37091, 19785, 13819, 88251, 98195, 49718, 70256, 77794, 81375, 1452, 95884]
1668	1258037661000	[16575, 39096, 76623, 97923, 52098, 17466, 86413, 99490, 79801, 49306, 104427, 50384, 103924, 87996, 9647, 89304, 2819, 100746, 99143, 28375, 34216, 92217, 36500, 5852, 13062]
1617	1266471874000	[13060, 89466, 21729, 99443, 66907, 97811, 47967, 10705, 53777, 5267, 889, 74997, 45764, 96375, 104486, 83998, 47678, 1238, 12921, 55453, 59063, 80608, 94357, 47650, 20498]
56	1288564798000	[4877, 56751, 12475, 61510, 32215, 9602, 10027, 18194, 572, 57159, 67037, 33987, 90091, 84214, 52400, 101653, 93881, 97908, 102011, 97443, 63069, 98623, 33256, 12664, 96613]
317	1288139922000	[26947, 38191, 103958, 36660, 14346, 94087, 15420, 74786, 83233, 19195, 105850, 57839, 39636, 38579, 84443, 29367, 106992, 58441, 71740, 55424, 44460, 14324, 69860, 4863, 63205]
1533	1208787227000	[6225, 72571, 103383, 36380, 72288, 38831, 38124, 6386, 68925, 53804, 31833, 57376, 39060, 57248, 13793, 107079, 42936, 4729, 24092, 49182, 7256, 101685, 55792, 10891, 49156]
917	1277767025000	[70379, 80939, 38072, 25936, 37186, 71017, 79776, 105762, 78037, 326, 66574, 96950, 44750, 2430, 21413, 7075, 38920, 37228, 18178, 7720, 105686, 22767, 98048, 61356, 80185]
1184	1280337429000	[88578, 88444, 74348, 78045, 1491, 95109, 14833, 42231, 85706, 21272, 89306, 7484, 64555, 106513, 29158, 80210, 44996, 92388, 1671, 2258, 78460, 56935, 22913, 14064, 24141]
65	1273731169000	[5789, 15232, 16883, 43687, 30594, 89866, 13659, 72643, 25318, 15222, 57806, 96524, 3096, 79948, 34826, 51516, 32064, 11415, 40599, 26478, 13221, 98858, 72324, 85973, 32338]
1000	1274529482000	[76385, 536, 31022, 93231, 26490, 4490, 85269, 12478, 97427, 102756, 80889, 11800, 2124, 52855, 101603, 106026, 52584, 56777, 87034, 61582, 22482, 78197, 42740, 16901, 83759]
937	1284836550000	[71930, 80067, 83094, 23239, 9451, 41073, 5380, 63483, 98173, 15103, 51938, 87911, 46550, 9916, 9666, 23627, 12289, 5096, 61831, 34618, 63059, 82456, 103326, 48341, 12605]
1234	1285666143000	[92340, 7934, 54147, 91943, 8179, 63827, 60991, 24963, 17378, 94136, 82188, 16928, 25125, 87438, 65397, 95824, 24691, 56878, 95482, 30542, 89580, 24819, 23599, 63461, 52782]
846	1284403610000	[65607, 99242, 29031, 78906, 89861, 98427, 67241, 92186, 32971, 12973, 40918, 15656, 29368, 17908, 86074, 34850, 33174, 20571, 93620, 33740, 57862, 83599, 64429, 53428, 36319]
1419	1282499092000	[104854, 73732, 3849, 13713, 2661, 86566, 102222, 8159, 8097, 93251, 67045, 53177, 32574, 85026, 37391, 49574, 11289, 35262, 105390, 56154, 83144, 79889, 99367, 60304, 14746]
425	1285507497000	[35873, 1609, 81927, 83551, 21027, 59555, 85330, 94393, 32411, 31786, 102844, 77803, 42603, 102236, 107101, 30428, 50854, 36104, 100767, 1878, 33164, 41568, 9549, 26773, 25869]
978	1270485534000	[74752, 92875, 86125, 77213, 94569, 50699, 103323, 55141, 47005, 49773, 64650, 54117, 74630, 84791, 49343, 85451, 39088, 13287, 58722, 62408, 47677, 101688, 105927, 98771, 77856]
1490	1288732697000	[2743, 4199, 10318, 83785, 17572, 27636, 4796, 41476, 83542, 103931, 84127, 11917, 99439, 50790, 45995, 98436, 1671, 35121, 70157, 90133, 86573, 33502, 85584, 94009, 37058]
1660	1250244523000	[15958, 62765, 26534, 51673, 102132, 103143, 43975, 29132, 54068, 59459, 22304, 25172, 48993, 39522, 39742, 25152, 27385, 44127, 92243, 75107, 102225, 20567, 97468, 66886, 38557]
284	1279998560000	[24222, 68022, 32276, 29408, 1257, 1276, 44898, 100290, 18786, 90100, 31376, 23082, 30236, 15808, 51148, 13609, 75681, 47290, 59845, 11357, 35078, 91831, 19144, 39789, 28320]
425	1280416240000	[35880, 47227, 68044, 40873, 33322, 16537, 8201, 24044, 71485, 91756, 30184, 33921, 77844, 24275, 47322, 14800, 27990, 86790, 4611, 35156, 12642, 102726, 43646, 84480, 45477]
184	1286338468000	[15986, 2108, 45236, 24847, 73994, 61730, 64562, 84890, 88577, 42001, 64005, 99803, 103513, 78456, 106391, 105455, 8392, 5891, 38821, 70446, 1927, 51758, 91894, 31759, 39100]
1214	1285012054000	[90909, 57897, 47914, 92647, 99663, 60824, 79607, 34559, 87303, 54028, 89568, 78933, 46778, 64366, 41170, 83787, 38255, 40330, 19505, 56851, 82236, 102753, 260, 99897, 25190]
172	1289057031000	[14862, 24436, 90187, 44704, 66704, 78557, 23273, 67129, 23729, 27776, 50031, 96112, 780, 80181, 80406, 94879, 12525, 74279, 37224, 89021, 77836, 69713, 74383, 33078, 29150]
301	1282751073000	[25628, 105544, 57513, 104524, 105022, 88817, 72100, 104597, 14957, 94138, 41082, 87189, 53274, 26282, 2343, 18889, 35845, 63618, 25483, 30451, 3238, 75635, 70872, 10319, 4017]
1698	1287094552000	[18934, 31906, 70520, 104129, 90047, 96410, 27973, 77694, 98241, 2936, 85356, 106782, 100799, 55866, 5586, 39033, 85704, 67526, 76328, 27863, 37317, 12458, 96572, 4662, 61746]
46	1287472827000	[4039, 37654, 2923, 79318, 99224, 55000, 40918, 69056, 12472, 88352, 15712, 3759, 38762, 25215, 102717, 88240, 76966, 56468, 65792, 100418, 27693, 54279, 31696, 10963, 1931]
184	1289249018000	[15945, 69989, 57757, 31707, 27486, 53813, 51493, 9750, 6311, 104733, 8986, 6457, 68916, 6814, 81290, 98692, 94095, 33776, 36070, 70791, 72537, 23866, 40810, 40267, 45428]
974	1210701768000	[74423, 97519, 39315, 10767, 32867, 24562, 51038, 45749, 87368, 93512, 42699, 10899, 107112, 14944, 41809, 6515, 81651, 12443, 43269, 38832, 39221, 61204, 72950, 26754, 28345]
31	1279521525000	[2671, 34388, 99616, 12576, 6039, 50272, 88154, 3424, 45286, 7453, 78605, 102706, 73130, 43948, 21284, 63371, 36176, 68040, 96570, 42933, 64511, 73666, 6033, 104003, 70760]
855	1269614207000	[37604, 61441, 106778, 52904, 52062, 85389, 33277, 46334, 94741, 18791, 129, 19998, 96928, 60414, 81722, 42044, 41879, 59235, 63063, 83238, 105723, 1004, 78057, 492, 31023]
78	1285458672000	[7031, 14188, 48295, 36693, 86586, 89026, 30779, 3526, 102969, 49799, 27805, 30599, 100741, 17110, 22324, 80126, 27918, 64637, 91866, 95222, 31080, 15214, 29946, 9483, 37691]
233	1287922669000	[19711, 19435, 65790, 25143, 36979, 27296, 44004, 82586, 10986, 70432, 54136, 87135, 85320, 101328, 34472, 81826, 64118, 38564, 4524, 5920, 52242, 79968, 87647, 78550, 95617]
837	1284313435000	[64955, 954, 89552, 71120, 1087, 27682, 106232, 68017, 2699, 42577, 50036, 54355, 28343, 23652, 74887, 38394, 34581, 20921, 38006, 32281, 25865, 103006, 91183, 66954, 37661]
1606	1280855653000	[12373, 71794, 72950, 7005, 49089, 64654, 3336, 44701, 28970, 28168, 57021, 98257, 55399, 65308, 97831, 96477, 68770, 46031, 55091, 17, 15022, 65739, 48135, 84220, 75040]
186	1287974724000	[16140, 31808, 41469, 61119, 99920, 21447, 18677, 34086, 45113, 19845, 14251, 99616, 43922, 95682, 16615, 31877, 68368, 27765, 18533, 16330, 40840, 24507, 25106, 59424, 69552]
1634	1289139020000	[14028, 14368, 2126, 28834, 62438, 99038, 46464, 105869, 105474, 17881, 102426, 20900, 55467, 89831, 16944, 43255, 10231, 102512, 2269, 49444, 28393, 55332, 51661, 105017, 53450]
1043	1285021586000	[79434, 81250, 68708, 1216, 49574, 61168, 56984, 13599, 61594, 7314, 14304, 21966, 84323, 18208, 43493, 66704, 89873, 33294, 100301, 12079, 46399, 62753, 8563, 40808, 17237]
576	1289049212000	[46617, 8716, 81493, 102154, 30261, 36050, 19682, 63169, 72568, 12024, 74606, 51615, 24807, 81159, 86485, 103792, 82324, 52728, 8297, 31310, 7879, 78743, 33552, 10704, 27967]
766	1277730648000	[59737, 8296, 26021, 94820, 71152, 77692, 64701, 44111, 4133, 50789, 30502, 80929, 85597, 65251, 40707, 8322, 96433, 33254, 58959, 57835, 69165, 91733, 46778, 27469, 37500]
228	1286291269000	[19659, 84747, 33568, 69776, 61849, 16580, 15499, 4921, 24730, 35870, 30480, 34605, 72888, 79862, 62692, 45777, 41760, 16871, 44565, 15426, 52308, 19206, 49707, 53453, 76977]
974	1213724181000	[22478, 8957, 90196, 21663, 61235, 49827, 37817, 48934, 103108, 47083, 70765, 28169, 83437, 1372, 15887, 89394, 87225, 70181, 2121, 85120, 29288, 7503, 333, 52013, 64830]
822	1221272439000	[63872, 10075, 50566, 4706, 86270, 83511, 41432, 57108, 79901, 39433, 32563, 98386, 105077, 72904, 64342, 54811, 22029, 23433, 56509, 48967, 65887, 2818, 84541, 30686, 97621]
65	1275538956000	[5779, 95408, 76424, 104011, 30824, 51586, 80987, 106717, 27603, 7163, 95733, 53220, 89880, 100087, 69734, 70622, 34394, 59520, 85118, 42892, 19266, 32771, 17250, 87034, 51482]
1117	1289303760000	[84118, 18535, 105721, 81223, 10456, 15127, 61367, 27089, 80176, 67662, 51817, 15243, 89642, 81422, 26750, 91656, 31924, 20929, 98483, 89178, 106201, 6941, 69145, 26251, 60267]
233	1286033098000	[19968, 64301, 80306, 16735, 50254, 64073, 106091, 103162, 64907, 58866, 1574, 61202, 31863, 83867, 91048, 39382, 54131, 101880, 73886, 36223, 27839, 3655, 24951, 84240, 45045]
1110	1284576102000	[83688, 45456, 20127, 36144, 90157, 99069, 86199, 60644, 11302, 44746, 47486, 53819, 82519, 10425, 60742, 106163, 92124, 88534, 103346, 5854, 33135, 534, 47222, 15787, 70523]
23	1286961643000	[1961, 863, 28873, 41430, 78244, 106240, 25465, 85637, 25515, 84064, 98127, 70880, 22624, 72609, 26963, 86596, 72628, 98665, 69526, 87961, 76295, 26186, 51079, 20528, 91516]
681	1218218563000	[54312, 34, 85751, 91978, 47176, 93439, 66992, 88906, 77503, 9516, 98902, 58667, 103983, 102633, 92181, 91354, 4317, 38933, 43509, 46432, 84304, 9712, 61594, 23354, 37807]
837	1284306634000	[64957, 29193, 44543, 82541, 48951, 92074, 7089, 22176, 66327, 102574, 97125, 2331, 74899, 31015, 12658, 85077, 49739, 12240, 44588, 69471, 44265, 5188, 63804, 72462, 61180]
551	1268126156000	[44866, 103616, 34964, 97601, 72393, 26106, 69806, 40082, 76024, 58659, 29282, 77235, 12869, 20017, 18867, 25542, 49436, 41026, 16202, 24278, 95927, 12463, 100907, 33504, 80301]
1184	1259875180000	[88617, 16873, 70579, 89831, 80820, 17004, 9079, 50450, 59756, 48045, 39541, 45743, 14283, 80114, 38199, 1777, 50350, 67640, 16174, 74453, 93188, 37282, 69504, 58602, 5234]
31	1261420499000	[2708, 47817, 49987, 94207, 87887, 61403, 102257, 38147, 43664, 69788, 8299, 32972, 35361, 29283, 54132, 78356, 40246, 35330, 57837, 62775, 13196, 29278, 72185, 44754, 68701]
229	1279552963000	[19730, 42377, 49489, 55613, 74835, 79925, 76373, 87237, 12680, 32405, 21282, 89220, 98748, 817, 96246, 42264, 66973, 92274, 4431, 101282, 18619, 16547, 16190, 25071, 106278]
836	1266960852000	[11390, 20027, 71528, 78655, 10791, 1615, 22975, 86397, 87421, 3554, 76477, 25444, 20374, 11168, 23286, 1520, 15403, 86155, 50003, 9675, 55997, 45452, 22949, 22145, 24439]
1360	1222875631000	[100737, 25147, 3930, 18459, 58573, 97038, 95509, 91486, 97418, 35784, 95171, 13760, 71015, 79940, 40841, 55534, 663, 84800, 43793, 85413, 19621, 3384, 67281, 59046, 25189]
836	1262638708000	[59022, 44896, 56674, 12209, 15577, 95117, 97436, 70323, 15693, 53177, 40079, 67906, 34273, 699, 47063, 91652, 63436, 68501, 101252, 16619, 86827, 13822, 71540, 47054, 25839]
725	1287400397000	[28527, 91985, 96107, 3418, 37240, 96451, 96160, 64764, 42431, 73725, 88711, 36015, 38102, 96311, 88959, 388, 2860, 28803, 56045, 32311, 80756, 105008, 7549, 94283, 135]
745	1288054714000	[58250, 57363, 71088, 12798, 26558, 79992, 96229, 3579, 100436, 25175, 31731, 11255, 66258, 95444, 91005, 74480, 29686, 86763, 91819, 74604, 35858, 45561, 91045, 96882, 25979]
810	1288405817000	[30669, 43907, 20533, 78435, 11448, 27695, 105237, 85719, 64771, 2350, 49719, 78782, 32863, 79657, 105659, 51071, 44848, 46862, 25095, 40784, 94203, 98350, 64173, 89602, 37071]
154	1288373589000	[13406, 94700, 102542, 23490, 66905, 75022, 12697, 84348, 46157, 27037, 67412, 14488, 23320, 24436, 102988, 95279, 94054, 12806, 67809, 61257, 75965, 16264, 76156, 39182, 44706]
1406	1246381297000	[103980, 34989, 64829, 78484, 58164, 71770, 15797, 12460, 3119, 24624, 18199, 57232, 41605, 39059, 70369, 101000, 32696, 55296, 72495, 5378, 86852, 54071, 28546, 91957, 1196]
1238	1250727611000	[92650, 56884, 92419, 66998, 68183, 85711, 88048, 13864, 101786, 13276, 21775, 44213, 96309, 82834, 67038, 10199, 7963, 14692, 102285, 32707, 12397, 11273, 3351, 59060, 25151]
385	1287487566000	[32535, 43067, 31008, 47938, 86118, 69874, 73487, 83014, 93638, 68691, 86400, 107046, 93460, 64209, 89483, 7597, 51971, 104425, 72906, 41606, 52782, 91398, 68690, 54536, 42227]
846	1287674452000	[65554, 52565, 7550, 29063, 12184, 69585, 93345, 42317, 21530, 57506, 21878, 210, 92018, 105555, 67393, 91670, 12770, 43142, 24285, 7618, 29874, 40860, 43363, 84803, 73732]
849	1285923609000	[26241, 36740, 2362, 67311, 24421, 93910, 35071, 80594, 12394, 19870, 23032, 77629, 58422, 106251, 31578, 15673, 35218, 44264, 30094, 72647, 31455, 57486, 44543, 55000, 60398]
745	1287442091000	[58272, 20644, 101238, 68057, 92463, 80725, 99417, 66002, 6218, 23065, 64962, 96732, 82111, 75687, 57740, 12328, 9846, 12559, 89093, 36892, 46722, 91446, 19905, 104160, 38294]
405	1288838766000	[34249, 106838, 17775, 19836, 4458, 14090, 78460, 81509, 6007, 92813, 58692, 14564, 34234, 83406, 72681, 55991, 15863, 65098, 13534, 33704, 82819, 50158, 76439, 63145, 20402]
